Full_ID,Tower,Level,Zone,SOW,Column_ID,fwk_pc13,rebar_pc13,concrete_pc13,Category,fwk_pc14,rebar_pc14,concrete_pc14
T4-L2-Z24-C4,T4,L2,Z24,6,C4,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C5,T4,L2,Z24,6,C5,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C6,T4,L2,Z24,6,C6,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C7,T4,L2,Z24,6,C7,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C8,T4,L2,Z24,6,C8,,,,Column,100%,100%,
T4-L2-Z24-C9,T4,L2,Z24,6,C9,,,,Column,100%,100%,
T4-L2-Z24-C10,T4,L2,Z24,6,C10,,,,Column,100%,100%,
T4-L2-Z24-C11,T4,L2,Z24,6,C11,,,,Column,100%,100%,
T4-L2-Z24-C12,T4,L2,Z24,6,C12,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C13,T4,L2,Z24,6,C13,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C14,T4,L2,Z24,6,C14,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C15,T4,L2,Z24,6,C15,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C16,T4,L2,Z24,6,C16,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C17,T4,L2,Z24,6,C17,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C18,T4,L2,Z24,6,C18,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C19,T4,L2,Z24,6,C19,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C20,T4,L2,Z24,6,C20,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z24-C21,T4,L2,Z24,6,C21,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z25-C1,T4,L2,Z25,6,C1,,,,Column,,,
T4-L2-Z25-C2,T4,L2,Z25,6,C2,,,,Column,,,
T4-L2-Z25-C3,T4,L2,Z25,6,C3,,,,Column,,,
T4-L2-Z25-C4,T4,L2,Z25,6,C4,,,,Column,,,
T4-L2-Z25-C5,T4,L2,Z25,6,C5,,,,Column,,,
T4-L2-Z25-C6,T4,L2,Z25,6,C6,,,,Column,,,
T4-L2-Z25-C7,T4,L2,Z25,6,C7,,,,Column,,,
T4-L2-Z25-C8,T4,L2,Z25,6,C8,,,,Column,,,
T4-L2-Z25-C9,T4,L2,Z25,6,C9,,,,Column,,,
T4-L2-Z25-C10,T4,L2,Z25,6,C10,,,,Column,,,
T4-L2-Z25-C11,T4,L2,Z25,6,C11,,,,Column,,,
T4-L2-Z25-C12,T4,L2,Z25,6,C12,,,,Column,,,
T4-L2-Z25-C13,T4,L2,Z25,6,C13,,,,Column,,,
T4-L2-Z25-C14,T4,L2,Z25,6,C14,,,,Column,,,
T4-L2-Z25-C15,T4,L2,Z25,6,C15,,,,Column,,,
T4-L2-Z25-C16,T4,L2,Z25,6,C16,,,,Column,,,
T4-L2-Z25-C17,T4,L2,Z25,6,C17,,,,Column,,,
T4-L2-Z25-C18,T4,L2,Z25,6,C18,,,,Column,,,
T4-L2-Z25-C19,T4,L2,Z25,6,C19,,,,Column,,,
T4-L2-Z26-C1,T4,L2,Z26,6,C1,,,,Column,,,
T4-L2-Z26-C2,T4,L2,Z26,6,C2,,,,Column,,,
T4-L2-Z26-C3,T4,L2,Z26,6,C3,,,,Column,,,
T4-L2-Z26-C4,T4,L2,Z26,6,C4,,,,Column,,,
T4-L2-Z26-C5,T4,L2,Z26,6,C5,,,,Column,,,
T4-L2-Z26-C6,T4,L2,Z26,6,C6,,,,Column,,,
T4-L2-Z26-C7,T4,L2,Z26,6,C7,,,,Column,,,
T4-L2-Z26-C8,T4,L2,Z26,6,C8,,,,Column,,,
T4-L2-Z26-C9,T4,L2,Z26,6,C9,,,,Column,,,
T4-L2-Z26-C10,T4,L2,Z26,6,C10,,,,Column,,,
T4-L2-Z26-C11,T4,L2,Z26,6,C11,,,,Column,,,
T4-L2-Z26-C12,T4,L2,Z26,6,C12,,,,Column,,,
T4-L2-Z26-C13,T4,L2,Z26,6,C13,,,,Column,,,
T4-L2-Z26-C14,T4,L2,Z26,6,C14,,,,Column,,,
T4-L2-Z26-C15,T4,L2,Z26,6,C15,,,,Column,,,
T4-L2-Z26-C16,T4,L2,Z26,6,C16,,,,Column,,,
T4-L2-Z26-C17,T4,L2,Z26,6,C17,,,,Column,,,
T4-L2-Z26-C18,T4,L2,Z26,6,C18,,,,Column,,,
T4-L2-Z26-C19,T4,L2,Z26,6,C19,,,,Column,,,
T4-L2-Z26-C20,T4,L2,Z26,6,C20,,,,Column,,,
T4-L2-Z26-C21,T4,L2,Z26,6,C21,,,,Column,,,
T4-L2-Z26-C22,T4,L2,Z26,6,C22,,,,Column,,,
T4-L2-Z26-C23,T4,L2,Z26,6,C23,,,,Column,,,
T4-L2-Z26-C24,T4,L2,Z26,6,C24,,,,Column,,,
T4-L2-Z26-C25,T4,L2,Z26,6,C25,,,,Column,,,
T4-L2-Z27-C1,T4,L2,Z27,6,C1,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z27-C2,T4,L2,Z27,6,C2,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z27-C3,T4,L2,Z27,6,C3,100%,100%,100%,Column,100%,100%,100%
T4-L2-Z27-C4,T4,L2,Z27,6,C4,,,,Column,,,
T4-L2-Z27-C5,T4,L2,Z27,6,C5,,,,Column,,,
T4-L3-Z29_MC-C1,T4,L3,Z29_MC,6,C1,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C2,T4,L3,Z29_MC,6,C2,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C3,T4,L3,Z29_MC,6,C3,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C4,T4,L3,Z29_MC,6,C4,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C5,T4,L3,Z29_MC,6,C5,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C6,T4,L3,Z29_MC,6,C6,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C7,T4,L3,Z29_MC,6,C7,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z29_MC-C8,T4,L3,Z29_MC,6,C8,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C1,T4,L3,Z30_MC,6,C1,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C2,T4,L3,Z30_MC,6,C2,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C3,T4,L3,Z30_MC,6,C3,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C4,T4,L3,Z30_MC,6,C4,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C5,T4,L3,Z30_MC,6,C5,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C6,T4,L3,Z30_MC,6,C6,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C7,T4,L3,Z30_MC,6,C7,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C8,T4,L3,Z30_MC,6,C8,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C9,T4,L3,Z30_MC,6,C9,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C10,T4,L3,Z30_MC,6,C10,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C11,T4,L3,Z30_MC,6,C11,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C12,T4,L3,Z30_MC,6,C12,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C13,T4,L3,Z30_MC,6,C13,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C14,T4,L3,Z30_MC,6,C14,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C15,T4,L3,Z30_MC,6,C15,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C16,T4,L3,Z30_MC,6,C16,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C17,T4,L3,Z30_MC,6,C17,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C18,T4,L3,Z30_MC,6,C18,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C19,T4,L3,Z30_MC,6,C19,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z30_MC-C20,T4,L3,Z30_MC,6,C20,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C1,T4,L3,Z31_MC,6,C1,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C2,T4,L3,Z31_MC,6,C2,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C3,T4,L3,Z31_MC,6,C3,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C4,T4,L3,Z31_MC,6,C4,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C5,T4,L3,Z31_MC,6,C5,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C6,T4,L3,Z31_MC,6,C6,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C7,T4,L3,Z31_MC,6,C7,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C8,T4,L3,Z31_MC,6,C8,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C9,T4,L3,Z31_MC,6,C9,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C10,T4,L3,Z31_MC,6,C10,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C11,T4,L3,Z31_MC,6,C11,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C12,T4,L3,Z31_MC,6,C12,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C13,T4,L3,Z31_MC,6,C13,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C14,T4,L3,Z31_MC,6,C14,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C15,T4,L3,Z31_MC,6,C15,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C16,T4,L3,Z31_MC,6,C16,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z31_MC-C17,T4,L3,Z31_MC,6,C17,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C1,T4,L3,Z32_MC,6,C1,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C2,T4,L3,Z32_MC,6,C2,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C3,T4,L3,Z32_MC,6,C3,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C4,T4,L3,Z32_MC,6,C4,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C5,T4,L3,Z32_MC,6,C5,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C6,T4,L3,Z32_MC,6,C6,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C7,T4,L3,Z32_MC,6,C7,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C8,T4,L3,Z32_MC,6,C8,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C9,T4,L3,Z32_MC,6,C9,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C10,T4,L3,Z32_MC,6,C10,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C11,T4,L3,Z32_MC,6,C11,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C12,T4,L3,Z32_MC,6,C12,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C13,T4,L3,Z32_MC,6,C13,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C14,T4,L3,Z32_MC,6,C14,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C15,T4,L3,Z32_MC,6,C15,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C16,T4,L3,Z32_MC,6,C16,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C17,T4,L3,Z32_MC,6,C17,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C18,T4,L3,Z32_MC,6,C18,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C19,T4,L3,Z32_MC,6,C19,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C20,T4,L3,Z32_MC,6,C20,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C21,T4,L3,Z32_MC,6,C21,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C22,T4,L3,Z32_MC,6,C22,100%,100%,100%,MC,100%,100%,100%
T4-L3-Z32_MC-C23,T4,L3,Z32_MC,6,C23,,,,MC,,,
T4-L3-Z32_MC-C24,T4,L3,Z32_MC,6,C24,,,,MC,,,
T4-L3-Z33_MC-C1,T4,L3,Z33_MC,6,C1,,,,MC,,,
T4-L3-Z33_MC-C2,T4,L3,Z33_MC,6,C2,,,,MC,,,
T4-L3-Z33_MC-C3,T4,L3,Z33_MC,6,C3,,,,MC,,,
T4-L3-Z33_MC-C4,T4,L3,Z33_MC,6,C4,,,,MC,,,
T4-L3-Z33_MC-C5,T4,L3,Z33_MC,6,C5,,,,MC,,,
T4-L3-Z33_MC-C6,T4,L3,Z33_MC,6,C6,,,,MC,,,
T4-L3-Z33_MC-C7,T4,L3,Z33_MC,6,C7,,,,MC,,,
T4-L3-Z33_MC-C8,T4,L3,Z33_MC,6,C8,,,,MC,,,
T4-L3-Z33_MC-C9,T4,L3,Z33_MC,6,C9,,,,MC,,,
T4-L3-Z33_MC-C10,T4,L3,Z33_MC,6,C10,,,,MC,,,
T4-L3-Z33_MC-C11,T4,L3,Z33_MC,6,C11,,,,MC,,,
T4-L3-Z33_MC-C12,T4,L3,Z33_MC,6,C12,,,,MC,,,
T4-L3-Z33_MC-C13,T4,L3,Z33_MC,6,C13,,,,MC,,,
T4-L3-Z33_MC-C14,T4,L3,Z33_MC,6,C14,,,,MC,,,
T4-L3-Z33_MC-C15,T4,L3,Z33_MC,6,C15,,,,MC,,,
T4-L3-Z33_MC-C16,T4,L3,Z33_MC,6,C16,,,,MC,,,
T4-L3-Z34_MC-C1,T4,L3,Z34_MC,6,C1,,,,MC,,,
T4-L3-Z34_MC-C2,T4,L3,Z34_MC,6,C2,,,,MC,,,
T4-L3-Z34_MC-C3,T4,L3,Z34_MC,6,C3,,,,MC,,,
T4-L3-Z34_MC-C4,T4,L3,Z34_MC,6,C4,,,,MC,,,
T4-L3-Z34_MC-C5,T4,L3,Z34_MC,6,C5,,,,MC,,,
T4-L3-Z34_MC-C6,T4,L3,Z34_MC,6,C6,,,,MC,,,
T4-L3-Z34_MC-C7,T4,L3,Z34_MC,6,C7,,,,MC,,,
T4-L3-Z34_MC-C8,T4,L3,Z34_MC,6,C8,,,,MC,,,
T4-L3-Z34_MC-C9,T4,L3,Z34_MC,6,C9,,,,MC,,,
T4-L3-Z34_MC-C10,T4,L3,Z34_MC,6,C10,,,,MC,,,
T4-L3-Z34_MC-C11,T4,L3,Z34_MC,6,C11,,,,MC,,,
T4-L3-Z34_MC-C12,T4,L3,Z34_MC,6,C12,,,,MC,,,
T4-L3-Z34_MC-C13,T4,L3,Z34_MC,6,C13,,,,MC,,,
T4-L3-Z34_MC-C14,T4,L3,Z34_MC,6,C14,,,,MC,,,
T4-L3-Z34_MC-C15,T4,L3,Z34_MC,6,C15,,,,MC,,,
T4-L3-Z34_MC-C16,T4,L3,Z34_MC,6,C16,,,,MC,,,
T4-L3-Z34_MC-C17,T4,L3,Z34_MC,6,C17,,,,MC,,,
T4-L3-Z34_MC-C18,T4,L3,Z34_MC,6,C18,,,,MC,,,
T4-L3-Z34_MC-C19,T4,L3,Z34_MC,6,C19,,,,MC,,,
T4-L3-Z34_MC-C20,T4,L3,Z34_MC,6,C20,,,,MC,,,
T4-L3-Z34_MC-C21,T4,L3,Z34_MC,6,C21,,,,MC,,,
T4-L3-Z34_MC-C22,T4,L3,Z34_MC,6,C22,,,,MC,,,
T4-L3-Z34_MC-C23,T4,L3,Z34_MC,6,C23,,,,MC,,,
T4-L3-Z34_MC-C24,T4,L3,Z34_MC,6,C24,,,,MC,,,
T4-L3-Z34_MC-C25,T4,L3,Z34_MC,6,C25,,,,MC,,,
T4-L3-Z34_MC-C26,T4,L3,Z34_MC,6,C26,,,,MC,,,
T4-L3-Z34_MC-C27,T4,L3,Z34_MC,6,C27,,,,MC,,,
T4-L3-Polyesterene-C1,T4,L3,Polyesterene,6,C1,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C2,T4,L3,Polyesterene,6,C2,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C3,T4,L3,Polyesterene,6,C3,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C4,T4,L3,Polyesterene,6,C4,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C5,T4,L3,Polyesterene,6,C5,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C6,T4,L3,Polyesterene,6,C6,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C7,T4,L3,Polyesterene,6,C7,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C8,T4,L3,Polyesterene,6,C8,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C9,T4,L3,Polyesterene,6,C9,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C10,T4,L3,Polyesterene,6,C10,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C11,T4,L3,Polyesterene,6,C11,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C12,T4,L3,Polyesterene,6,C12,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C13,T4,L3,Polyesterene,6,C13,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C14,T4,L3,Polyesterene,6,C14,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C15,T4,L3,Polyesterene,6,C15,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C16,T4,L3,Polyesterene,6,C16,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C17,T4,L3,Polyesterene,6,C17,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C18,T4,L3,Polyesterene,6,C18,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C19,T4,L3,Polyesterene,6,C19,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C20,T4,L3,Polyesterene,6,C20,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C21,T4,L3,Polyesterene,6,C21,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C22,T4,L3,Polyesterene,6,C22,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C23,T4,L3,Polyesterene,6,C23,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C24,T4,L3,Polyesterene,6,C24,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C25,T4,L3,Polyesterene,6,C25,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C26,T4,L3,Polyesterene,6,C26,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C27,T4,L3,Polyesterene,6,C27,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C28,T4,L3,Polyesterene,6,C28,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C29,T4,L3,Polyesterene,6,C29,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C30,T4,L3,Polyesterene,6,C30,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C31,T4,L3,Polyesterene,6,C31,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C32,T4,L3,Polyesterene,6,C32,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C33,T4,L3,Polyesterene,6,C33,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C34,T4,L3,Polyesterene,6,C34,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C35,T4,L3,Polyesterene,6,C35,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C36,T4,L3,Polyesterene,6,C36,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C37,T4,L3,Polyesterene,6,C37,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C38,T4,L3,Polyesterene,6,C38,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C39,T4,L3,Polyesterene,6,C39,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C40,T4,L3,Polyesterene,6,C40,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C41,T4,L3,Polyesterene,6,C41,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C42,T4,L3,Polyesterene,6,C42,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C43,T4,L3,Polyesterene,6,C43,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C44,T4,L3,Polyesterene,6,C44,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C45,T4,L3,Polyesterene,6,C45,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C46,T4,L3,Polyesterene,6,C46,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C47,T4,L3,Polyesterene,6,C47,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C48,T4,L3,Polyesterene,6,C48,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C49,T4,L3,Polyesterene,6,C49,0%,0%,0%,Poly,100%,100%,100%
T4-L3-Polyesterene-C50,T4,L3,Polyesterene,6,C50,0%,0%,0%,Poly,100%,100%,100%
T4-L2-Stiffener-C1,T4,L2,Stiffener,6,C1,,,,Column,,,
T4-L2-Stiffener-C2,T4,L2,Stiffener,6,C2,,,,Column,,,
T4-L2-Stiffener-C3,T4,L2,Stiffener,6,C3,,,,Column,,,
T4-L2-Stiffener-C4,T4,L2,Stiffener,6,C4,,,,Column,,,
T4-L1M-COB-C1,T4,L1M,COB,5,C1,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C1,T4,L1M,Column_All,5,C1,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C2,T4,L1M,Column_All,5,C2,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C3,T4,L1M,Column_All,5,C3,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C4,T4,L1M,Column_All,5,C4,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C5,T4,L1M,Column_All,5,C5,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C6,T4,L1M,Column_All,5,C6,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C7,T4,L1M,Column_All,5,C7,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C8,T4,L1M,Column_All,5,C8,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C9,T4,L1M,Column_All,6,C9,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C10,T4,L1M,Column_All,6,C10,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C11,T4,L1M,Column_All,6,C11,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C12,T4,L1M,Column_All,6,C12,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C13,T4,L1M,Column_All,6,C13,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C14,T4,L1M,Column_All,6,C14,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C15,T4,L1M,Column_All,6,C15,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C16,T4,L1M,Column_All,6,C16,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C17,T4,L1M,Column_All,6,C17,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C18,T4,L1M,Column_All,6,C18,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C19,T4,L1M,Column_All,6,C19,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C20,T4,L1M,Column_All,6,C20,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C21,T4,L1M,Column_All,6,C21,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C22,T4,L1M,Column_All,6,C22,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C23,T4,L1M,Column_All,6,C23,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C24,T4,L1M,Column_All,6,C24,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C25,T4,L1M,Column_All,6,C25,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C26,T4,L1M,Column_All,6,C26,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C27,T4,L1M,Column_All,6,C27,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C28,T4,L1M,Column_All,6,C28,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C29,T4,L1M,Column_All,6,C29,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C30,T4,L1M,Column_All,6,C30,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C31,T4,L1M,Column_All,6,C31,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C32,T4,L1M,Column_All,6,C32,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C33,T4,L1M,Column_All,6,C33,100%,100%,100%,Column,100%,100%,100%
T4-L1M-Column_All-C34,T4,L1M,Column_All,6,C34,100%,100%,100%,Column,100%,100%,100%
